case,rank,id,name,age,occupation,income,family_income,residence,family_size,city_price_tier,commute_mode,housing_cost,housing_burden,clothing_spend,aesthetic_procedure,debt_status,employment_status,score
05_role_banker,3,TW-P-0388,美珍,35-44,教育,>8萬,>8萬,台中市,3,中高,汽車,1.5萬~3萬,中,>5000,無,有房貸,受僱者,4.4267
05_role_banker,4,TW-P-0331,正雄,35-44,科技,>8萬,>8萬,新北市,5+,中高,汽車,1.5萬~3萬,中,3000~5000,無,有房貸,雇主,4.4156
05_role_banker,5,TW-P-0811,志強,45-54,科技,>8萬,>8萬,基隆市,5+,中,捷運/公車,1.5萬~3萬,中,3000~5000,無,有房貸,受僱者,4.4071
06_aesthetic,1,TW-P-0473,淑娟,45-54,其他,>8萬,>8萬,高雄市,5+,中,機車,1.5萬~3萬,中,>5000,有,有房貸,受僱者,3.9846
06_aesthetic,2,TW-P-0361,麗華,35-44,醫療,3-8萬,7萬,台南市,4,低,汽車,5千~1.5萬,低,500~1500,有,無,受僱者,3.2693
06_aesthetic,3,TW-P-0513,婉玲,45-54,製造,>8萬,>8萬,台中市,5+,中高,機車,1.5萬~3萬,中,1500~3000,有,有信貸或卡債,受僱者,3.0338
06_aesthetic,4,TW-P-0891,菲菲,25-34,公務,3-8萬,5-7萬,南投縣,2,極低,步行/腳踏車,<5千,低,3000~5000,有,無,受僱者,3.0035
06_aesthetic,5,TW-P-0465,志豪,45-54,其他,<3萬,3-5萬,台中市,3,中高,機車,5千~1.5萬,中,1500~3000,有,無,受僱者,2.8698
06_aesthetic,6,TW-P-0247,小薇,25-34,服務,3-8萬,3-5萬,高雄市,3,中,機車,5千~1.5萬,中,>5000,有,無,受僱者,2.4757
06_aesthetic,7,TW-P-0238,米亞,25-34,服務,3-8萬,3-5萬,桃園市,2,中,機車,5千~1.5萬,中,>5000,有,無,受僱者,2.4278
06_aesthetic,8,TW-P-1051,美雲,55-64,家管,<3萬,3-5萬,台東縣,2,極低,汽車,5千~1.5萬,中,<500,有,無,不適用,2.2992
06_aesthetic,9,TW-P-0372,麗卿,35-44,服務,3-8萬,3-5萬,台南市,2,低,汽車,<5千,低,>5000,有,無,受僱者,2.2185
06_aesthetic,10,TW-P-0350,美惠,35-44,家管,3-8萬,3-5萬,新北市,2,中高,機車,5千~1.5萬,中,3000~5000,有,無,不適用,2.1576
07_debt,1,TW-P-0328,俊傑,35-44,製造,>8萬,>8萬,桃園市,5+,中,步行/腳踏車,1.5萬~3萬,中,<500,無,房貸+消費債,自營作業者,4.6499
07_debt,2,TW-P-0473,淑娟,45-54,其他,>8萬,>8萬,高雄市,5+,中,機車,1.5萬~3萬,中,>5000,有,有房貸,受僱者,4.5162
07_debt,3,TW-P-0388,美珍,35-44,教育,>8萬,>8萬,台中市,3,中高,汽車,1.5萬~3萬,中,>5000,無,有房貸,受僱者,4.4997
07_debt,4,TW-P-0331,正雄,35-44,科技,>8萬,>8萬,新北市,5+,中高,汽車,1.5萬~3萬,中,3000~5000,無,有房貸,雇主,4.442
07_debt,5,TW-P-0811,志強,45-54,科技,>8萬,>8萬,基隆市,5+,中,捷運/公車,1.5萬~3萬,中,3000~5000,無,有房貸,受僱者,4.4346
07_debt,6,TW-P-0929,麗華,45-54,科技,>8萬,>8萬,彰化縣,5+,極低,捷運/公車,1.5萬~3萬,中,3000~5000,無,有房貸,受僱者,4.4346
07_debt,7,TW-P-0400,惠雯,35-44,公務,3-8萬,5-7萬,台北市,2,高,機車,1.5萬~3萬,中,3000~5000,無,房貸+消費債,受僱者,2.6813
07_debt,8,TW-P-0801,美珍,35-44,公務,3-8萬,5-7萬,新竹縣,2,高,汽車,1.5萬~3萬,中,3000~5000,無,有房貸,受僱者,2.3923
08_boss,1,TW-P-0142,阿翔,19-24,學生,無收入,1-3萬,台中市,1,中高,捷運/公車,<5千,低,500~1500,無,無,不適用,3.7784
08_boss,2,TW-P-0762,阿元,19-24,服務,<3萬,1-3萬,基隆市,1,中,步行/腳踏車,5千~1.5萬,高,<500,無,有房貸,受僱者,3.7506
08_boss,3,TW-P-0764,阿峰,19-24,服務,<3萬,1-3萬,基隆市,1,中,步行/腳踏車,5千~1.5萬,高,<500,無,有房貸,受僱者,3.7506
08_boss,4,TW-P-0174,凱琳,19-24,學生,無收入,1-3萬,台中市,1,中高,步行/腳踏車,<5千,低,1500~3000,無,無,不適用,3.6471
08_boss,5,TW-P-0157,大雄,19-24,學生,無收入,5-7萬,新北市,4,中高,捷運/公車,1.5萬~3萬,中,500~1500,無,無,不適用,3.6373
08_boss,6,TW-P-0145,阿杰,19-24,學生,無收入,5-7萬,桃園市,3,中,捷運/公車,5千~1.5萬,低,500~1500,無,無,不適用,3.6105
08_boss,7,TW-P-0135,小安,19-24,學生,無收入,1-3萬,台南市,1,低,機車,<5千,低,<500,無,無,不適用,3.5799
08_boss,8,TW-P-0184,小莉,19-24,學生,無收入,1-3萬,台中市,1,中高,機車,<5千,低,1500~3000,無,無,不適用,3.5799
08_boss,9,TW-P-0763,小陳,19-24,學生,無收入,1-3萬,新竹市,1,中高,機車,5千~1.5萬,高,500~1500,無,無,不適用,3.5799
08_boss,10,TW-P-0149,小白,19-24,學生,無收入,5-7萬,桃園市,5+,中,步行/腳踏車,1.5萬~3萬,中,500~1500,無,無,不適用,3.577
09_owner,1,TW-P-0593,秀英,55-64,金融,>8萬,>8萬,台中市,5+,中高,機車,1.5萬~3萬,中,3000~5000,無,無,雇主,2.2958
09_owner,2,TW-P-0542,進福,55-64,製造,>8萬,>8萬,新北市,2,中高,機車,5千~1.5萬,低,<500,無,無,雇主,2.2278
09_owner,3,TW-P-0563,朝陽,55-64,製造,>8萬,>8萬,台北市,2,高,捷運/公車,5千~1.5萬,低,<500,無,無,雇主,2.2278
09_owner,4,TW-P-0567,清輝,55-64,製造,>8萬,>8萬,台北市,2,高,捷運/公車,1.5萬~3萬,中,<500,無,無,雇主,2.2278
09_owner,5,TW-P-0331,正雄,35-44,科技,>8萬,>8萬,新北市,5+,中高,汽車,1.5萬~3萬,中,3000~5000,無,有房貸,雇主,2.1882
09_owner,6,TW-P-0344,強哥,35-44,服務,>8萬,>8萬,高雄市,4,中,機車,1.5萬~3萬,中,500~1500,無,有信貸或卡債,雇主,2.1787
09_owner,7,TW-P-0788,志強,35-44,服務,>8萬,>8萬,新竹市,3,中高,捷運/公車,1.5萬~3萬,中,3000~5000,無,無,雇主,2.1787
09_owner,8,TW-P-0664,榮伯,65+,製造,>8萬,>8萬,高雄市,4,中,捷運/公車,5千~1.5萬,低,<500,無,無,雇主,2.1732
09_owner,9,TW-P-0338,建宏,35-44,製造,>8萬,>8萬,台中市,5+,中高,機車,5千~1.5萬,低,<500,無,無,雇主,2.1612
09_owner,10,TW-P-0343,志強,35-44,製造,>8萬,>8萬,台南市,3,低,捷運/公車,<5千,低,<500,無,有信貸或卡債,雇主,2.1612
