case,rank,id,name,age,occupation,income,family_income,residence,family_size,city_price_tier,commute_mode,housing_cost,housing_burden,clothing_spend,aesthetic_procedure,debt_status,employment_status,score
06_aesthetic,8,TW-P-0512,慧君,45-54,家管,3-8萬,3-5萬,桃園市,2,中,在家工作,<5千,低,3000~5000,有,無,不適用,3.2165
06_aesthetic,9,TW-P-0372,麗卿,35-44,服務,3-8萬,3-5萬,台南市,2,低,汽車,<5千,低,>5000,有,無,受僱者,3.1749
06_aesthetic,10,TW-P-0280,莉亞,25-34,製造,3-8萬,3-5萬,桃園市,4,中,捷運/公車,5千~1.5萬,中,3000~5000,有,無,受僱者,3.1087
07_debt,1,TW-P-0473,淑娟,45-54,其他,>8萬,>8萬,高雄市,5+,中,機車,1.5萬~3萬,中,>5000,有,有房貸,受僱者,4.3476
07_debt,2,TW-P-0234,艾力克,25-34,金融,>8萬,>8萬,台南市,4,低,汽車,1.5萬~3萬,中,3000~5000,無,有房貸,受僱者,4.3402
07_debt,3,TW-P-0331,正雄,35-44,科技,>8萬,>8萬,新北市,5+,中高,汽車,1.5萬~3萬,中,3000~5000,無,有房貸,雇主,4.3061
07_debt,4,TW-P-0811,志強,45-54,科技,>8萬,>8萬,基隆市,5+,中,捷運/公車,1.5萬~3萬,中,3000~5000,無,有房貸,受僱者,4.2982
07_debt,5,TW-P-0929,麗華,45-54,科技,>8萬,>8萬,彰化縣,5+,極低,捷運/公車,1.5萬~3萬,中,3000~5000,無,有房貸,受僱者,4.2982
07_debt,6,TW-P-0328,俊傑,35-44,製造,>8萬,>8萬,桃園市,5+,中,步行/腳踏車,1.5萬~3萬,中,<500,無,房貸+消費債,自營作業者,4.2522
07_debt,7,TW-P-0388,美珍,35-44,教育,>8萬,>8萬,台中市,3,中高,汽車,1.5萬~3萬,中,>5000,無,有房貸,受僱者,4.2232
07_debt,8,TW-P-0774,歐文,25-34,科技,>8萬,>8萬,新竹市,2,中高,機車,1.5萬~3萬,中,>5000,無,有房貸,受僱者,4.1786
07_debt,9,TW-P-0276,小莉,25-34,教育,3-8萬,>8萬,台北市,3,高,捷運/公車,1.5萬~3萬,中,>5000,無,有房貸,受僱者,2.8432
07_debt,10,TW-P-0209,馬克,25-34,科技,3-8萬,7萬,高雄市,5+,中,機車,1.5萬~3萬,中,3000~5000,無,有房貸,受僱者,2.1444
08_boss,1,TW-P-0166,菲菲,19-24,學生,無收入,5-7萬,桃園市,5+,中,機車,5千~1.5萬,低,1500~3000,無,無,不適用,5.6095
08_boss,2,TW-P-0184,小莉,19-24,學生,無收入,1-3萬,台中市,1,中高,機車,<5千,低,1500~3000,無,無,不適用,5.403
08_boss,3,TW-P-0177,若希,19-24,學生,無收入,1-3萬,高雄市,2,中,機車,<5千,低,1500~3000,無,無,不適用,5.3465
08_boss,4,TW-P-0762,阿元,19-24,服務,<3萬,1-3萬,基隆市,1,中,步行/腳踏車,5千~1.5萬,高,<500,無,有房貸,受僱者,5.1682
08_boss,5,TW-P-0764,阿峰,19-24,服務,<3萬,1-3萬,基隆市,1,中,步行/腳踏車,5千~1.5萬,高,<500,無,有房貸,受僱者,5.1682
08_boss,6,TW-P-0179,安妮,19-24,學生,無收入,1-3萬,新北市,3,中高,捷運/公車,<5千,低,<500,無,無,不適用,5.1579
08_boss,7,TW-P-0135,小安,19-24,學生,無收入,1-3萬,台南市,1,低,機車,<5千,低,<500,無,無,不適用,4.9762
08_boss,8,TW-P-0875,阿宏,19-24,服務,3-8萬,3-5萬,苗栗縣,4,低,機車,5千~1.5萬,中,1500~3000,無,無,受僱者,4.8013
08_boss,9,TW-P-0167,柔伊,19-24,製造,3-8萬,3-5萬,台中市,4,中高,步行/腳踏車,5千~1.5萬,中,1500~3000,無,無,受僱者,4.6761
08_boss,10,TW-P-0193,小宇,25-34,製造,<3萬,5-7萬,台中市,5+,中高,機車,1.5萬~3萬,中,500~1500,無,無,受僱者,4.5832
